season,yr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos
1,0,0,1,1,0.16,0.1818,0.55,0.1045,5,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.16,0.1818,0.59,0.1045,2,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.14,0.1515,0.63,0.1343,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.14,0.1818,0.63,0.0896,2,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.12,0.1515,0.68,0.1045,4,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.12,0.1515,0.74,0.1045,36,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.12,0.1515,0.74,0.1343,94,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.14,0.1515,0.69,0.1642,179,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.16,0.1515,0.64,0.2239,100,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,2,0.16,0.1364,0.69,0.3284,42,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.22,0.2121,0.51,0.2985,57,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.22,0.2273,0.51,0.1642,78,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.24,0.2273,0.56,0.19399999999999998,97,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.26,0.2576,0.52,0.2239,63,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.28,0.2727,0.52,0.2537,65,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.3,0.2879,0.49,0.2537,83,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.28,0.2727,0.48,0.2239,212,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.26,0.2576,0.48,0.19399999999999998,182,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.24,0.2576,0.48,0.1045,112,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.24,0.2576,0.48,0.1045,54,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.22,0.2727,0.64,0.0,48,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.22,0.2576,0.64,0.0896,35,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.2,0.2273,0.69,0.0896,11,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,0,1,1,0.2,0.2576,0.64,0.0,6,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.16,0.19699999999999998,0.74,0.0896,6,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.16,0.19699999999999998,0.74,0.0896,2,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.24,0.2273,0.48,0.2239,2,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.22,0.2273,0.47,0.1642,3,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.2,0.19699999999999998,0.47,0.2239,33,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.18,0.1818,0.43,0.19399999999999998,88,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.2,0.1818,0.4,0.2985,195,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.22,0.19699999999999998,0.37,0.3284,115,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.22,0.19699999999999998,0.37,0.3284,57,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.26,0.2273,0.33,0.3284,46,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.26,0.2273,0.33,0.3284,79,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.28,0.2576,0.3,0.2985,71,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.3,0.2879,0.28,0.19399999999999998,62,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.3,0.2879,0.28,0.19399999999999998,62,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.3,0.3182,0.28,0.0896,89,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.24,0.2273,0.38,0.19399999999999998,190,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.24,0.2424,0.38,0.1343,169,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.24,0.2576,0.38,0.1045,132,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.22,0.2273,0.47,0.1642,89,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.2,0.19699999999999998,0.51,0.19399999999999998,43,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.18,0.19699999999999998,0.55,0.1343,42,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.2,0.2576,0.47,0.0,19,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,0,1,1,0.18,0.2424,0.55,0.0,11,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.16,0.2273,0.64,0.0,4,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.16,0.2273,0.64,0.0,2,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.16,0.19699999999999998,0.64,0.0896,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.14,0.1818,0.69,0.0896,4,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.14,0.1667,0.63,0.1045,36,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.16,0.2273,0.59,0.0,95,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.16,0.2273,0.59,0.0,219,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.18,0.2424,0.51,0.0,122,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.2,0.2576,0.47,0.0,45,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.22,0.2576,0.44,0.0896,59,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.26,0.2879,0.35,0.0,84,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.26,0.2727,0.35,0.1045,67,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.28,0.2727,0.36,0.1642,70,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.28,0.2727,0.36,0.0,62,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.26,0.2576,0.38,0.1642,86,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.22,0.2273,0.51,0.1642,172,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.22,0.2273,0.51,0.1343,163,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.22,0.2576,0.55,0.0896,112,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,1,0.2,0.2121,0.51,0.1642,69,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.22,0.2121,0.55,0.2239,48,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.22,0.2121,0.51,0.2836,52,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.2,0.19699999999999998,0.59,0.19399999999999998,23,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1,0,0,1,2,0.2,0.19699999999999998,0.64,0.19399999999999998,17,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.19699999999999998,0.69,0.2239,7,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.19699999999999998,0.69,0.2239,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.2121,0.69,0.1343,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,3,0.22,0.2727,0.55,0.0,5,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.2576,0.69,0.0,34,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.2,0.2121,0.69,0.1343,84,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.2,0.19699999999999998,0.51,0.2537,210,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.2,0.1818,0.47,0.2985,134,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.22,0.19699999999999998,0.37,0.3284,63,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.19699999999999998,0.4,0.2239,67,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.19699999999999998,0.37,0.2537,59,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.1818,0.37,0.2836,73,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.19699999999999998,0.4,0.2537,50,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.2121,0.37,0.1642,72,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.2121,0.37,0.1642,87,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.2,0.2576,0.37,0.0,187,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.2,0.2273,0.4,0.0896,123,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.16,0.19699999999999998,0.55,0.0896,95,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.18,0.2121,0.47,0.1045,51,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,1,0.18,0.19699999999999998,0.47,0.1343,39,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.18,0.19699999999999998,0.43,0.1642,36,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,1,2,0.18,0.19699999999999998,0.51,0.1642,15,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
